eem_id,document,cat_lev1,cat_lev2,eem_name
111,1651RP,HVAC,Control,Demand Reset of Chilled Water Differential Pressure Setpoint
112,1651RP,HVAC,Control,Demand Reset of Duct Static Pressure Setpoint
113,1651RP,HVAC,Control,Demand Reset of Hot Water Differential Pressure Setpoint
114,1651RP,HVAC,Control,Dual maximum VAV control
115,1651RP,HVAC,Control,Increased chilled water delta T
116,1651RP,HVAC,Control,Increased hot water delta T
117,1651RP,HVAC,Control,Lower heating setpoints on thermostats
118,1651RP,HVAC,Control,Multiple-zone VAV System Ventilation Optimization Control
119,1651RP,HVAC,Control,Optimize loop temperature on water loop heat pump system
120,1651RP,HVAC,Control,Optimize multiple chiller sequencing.
121,1651RP,HVAC,Control,Optimize the condenser temperature entering the chiller
122,1651RP,HVAC,Control,"Optimized control of compressor, fan and pump."
123,1651RP,HVAC,Control,Outdoor reset for supply hot water temperature
124,1651RP,HVAC,Control,Raise cooling setpoints on thermostats
125,1651RP,HVAC,Control,Ramp thermostat setpoints during occupany
126,1651RP,HVAC,Control,Reduce Standby Power for HVAC equipment
127,1651RP,HVAC,Control,Reduce VAV minimums
128,1651RP,HVAC,Control,Shut off outdoor air and exhaust air dampers during unoccupied periods
129,1651RP,HVAC,Control,Supervisory control system
130,1651RP,HVAC,Control,Supply air temperature reset
131,1651RP,HVAC,Control,System optimal start
132,1651RP,HVAC,Control,Thermostat setback/setup
133,1651RP,HVAC,Control,Variable water temperature with constant flow
134,1651RP,HVAC,Control,VAV control to adjust dampers and fan optimally
135,1651RP,HVAC,Control,Web Based Thermostats
136,1651RP,HVAC,Cooling Efficiency,Chiller using evaporative condenser/fluid cooling
137,1651RP,HVAC,Cooling Efficiency,DX cooling using evaporative condenser
138,1651RP,HVAC,Cooling Efficiency,DX cooling using sprayed mesh evaporative condenser
139,1651RP,HVAC,Cooling Efficiency,Free convection cooling tower (no fan)
140,1651RP,HVAC,Cooling Efficiency,High Efficiency and Variable Speed Chillers
141,1651RP,HVAC,Cooling Efficiency,High Efficiency and Variable Speed Packaged DX Cooling Equipment
142,1651RP,HVAC,Cooling Efficiency,High Efficiency Chillers
143,1651RP,HVAC,Cooling Efficiency,High Efficiency Packaged DX Cooling Equipment
144,1651RP,HVAC,Cooling Efficiency,High Performance Cooling Towers
145,1651RP,HVAC,Cooling Efficiency,Large condenser temperature delta T for cooling towers
146,1651RP,HVAC,Cooling Efficiency,Magnetic Cooling Cycle for all Commercial Buildings
147,1651RP,HVAC,Cooling Efficiency,Thermoelectric (TE) devices cooling in commercial
148,1651RP,HVAC,Cooling Efficiency,Variable Speed Chillers
149,1651RP,HVAC,Cooling Efficiency,Variable speed fans in Cooling Towers
150,1651RP,HVAC,Cooling Efficiency,Variable Speed Packaged DX Cooling Equipment
151,1651RP,HVAC,Cooling Efficiency,Variable speed refrigerant condenser fans
152,1651RP,HVAC,Distribution Equipment Efficiency,Air distribution effectiveness using supply and return register location
153,1651RP,HVAC,Distribution Equipment Efficiency,Do not have fan motors in airstream
154,1651RP,HVAC,Distribution Equipment Efficiency,Fan arrays
155,1651RP,HVAC,Distribution Equipment Efficiency,High Performance Fans
156,1651RP,HVAC,Distribution Equipment Efficiency,High Performance Pumps
157,1651RP,HVAC,Distribution Equipment Efficiency,High Performance Variable Air Volume Boxes to Reduce Leakage
158,1651RP,HVAC,Distribution Equipment Efficiency,Highly insulated ducts
159,1651RP,HVAC,Distribution Equipment Efficiency,Optimal water/air cooling coils
160,1651RP,HVAC,Distribution Equipment Efficiency,Optimal water/air heating coils
161,1651RP,HVAC,Distribution Equipment Efficiency,Pipe insulation
162,1651RP,HVAC,Distribution Equipment Efficiency,Pipe insulation for condensate return from coils to boiler
163,1651RP,HVAC,Distribution Equipment Efficiency,Seal all duct joints and seams to reduce leaks
164,1651RP,HVAC,Distribution Equipment Efficiency,Steam heat coil subcooling and steam trap
165,1651RP,HVAC,Distribution Equipment Efficiency,Use Relief fans instead of Return Fans
166,1651RP,HVAC,Distribution Equipment Efficiency,Variable Speed Fans
167,1651RP,HVAC,Distribution Equipment Efficiency,Variable Speed Fans in Fan Coil Units
168,1651RP,HVAC,Distribution Equipment Efficiency,Variable Speed Pumps
169,1651RP,HVAC,Distribution Operation,Air handler optimum-start controllers
170,1651RP,HVAC,Distribution Operation,Occupant sensors for air handling equipment
171,1651RP,HVAC,Distribution Operation,User timers for air handler control
172,1651RP,HVAC,Distribution Pressure Drop,Electronic air cleaners
173,1651RP,HVAC,Distribution Pressure Drop,High Performance Diffusers
174,1651RP,HVAC,Distribution Pressure Drop,High Performance Ducts to Reduce Static Pressure
175,1651RP,HVAC,Distribution Pressure Drop,High Performance Variable Air Volume Boxes to Reduce Static Pressure
176,1651RP,HVAC,Distribution Pressure Drop,Increased Pipe Sizing
177,1651RP,HVAC,Distribution Pressure Drop,Large refrigerant lines
178,1651RP,HVAC,Distribution Pressure Drop,Low pressure drop air filters
179,1651RP,HVAC,Distribution Pressure Drop,Piping Connectors for Reduced Static Pressure
180,1651RP,HVAC,Distribution Pressure Drop,Reduce face velocity at air handler
181,1651RP,HVAC,Distribution Pressure Drop,Reduced Piping Static Pressure
182,1651RP,HVAC,Heating Efficiency,Boiler  heat recovery from blowdown and condensate
183,1651RP,HVAC,Heating Efficiency,Boiler use multiple boilers to match low heat load conditions
184,1651RP,HVAC,Heating Efficiency,CO2 based heat pumps with combined expander and compressor
185,1651RP,HVAC,Heating Efficiency,Electronic ignition for gas burners
186,1651RP,HVAC,Heating Efficiency,Flue heat recovery
187,1651RP,HVAC,Heating Efficiency,Gas heat pump
188,1651RP,HVAC,Heating Efficiency,Gas or Electric chiller used as central plant heat pump
189,1651RP,HVAC,Heating Efficiency,Heat pumps with for low temperatures
190,1651RP,HVAC,Heating Efficiency,High Efficiency Boilers
191,1651RP,HVAC,Heating Efficiency,High Efficiency Furnaces
192,1651RP,HVAC,Heating Efficiency,High Efficiency Heat Pumps
193,1651RP,HVAC,Heating Efficiency,High performance gas burner inducer fan
194,1651RP,HVAC,Heating Efficiency,Minimize use of defrost energy for heat pumps
195,1651RP,HVAC,Heating Efficiency,Transport Membrane Humidifier
196,1651RP,HVAC,Heating Efficiency,Use local boilers when central boiler plant has low loads
197,1651RP,HVAC,Pool,covers on swimming pools
198,1651RP,HVAC,Pool,Dry-O-Tron dehumidifiers for pools
199,1651RP,HVAC,Pool,Natatorium heat recovery
200,1651RP,HVAC,Service Water,Condensing water heater
201,1651RP,HVAC,Service Water,Demand control of service water recirculation loop
202,1651RP,HVAC,Service Water,Desuperheater for service water
203,1651RP,HVAC,Service Water,Distributed tankless water heaters
204,1651RP,HVAC,Service Water,Efficient service water pumping
205,1651RP,HVAC,Service Water,Engine driven/absorption Heat pump water heater
206,1651RP,HVAC,Service Water,Heat pump water heater
207,1651RP,HVAC,Service Water,Reduce service water consumption
208,1651RP,HVAC,Service Water,Shower drain heat recovery
209,1651RP,HVAC,System,Absorption chillers
210,1651RP,HVAC,System,Air movement fans to allow higher thermostat setpoints
211,1651RP,HVAC,System,Attic exhaust fan
212,1651RP,HVAC,System,Chilled/cooled beam
213,1651RP,HVAC,System,Chiller size diversity
214,1651RP,HVAC,System,Cogeneration
215,1651RP,HVAC,System,Combustion turbine chiller
216,1651RP,HVAC,System,condenser water system for tenant equipment so that the chilled water system doesn't have to operate continuously
217,1651RP,HVAC,System,Cooling Thermal Storage
218,1651RP,HVAC,System,Data Center Aisle Air Containment
219,1651RP,HVAC,System,Dehumidify outside air to eliminate reheat need
220,1651RP,HVAC,System,Desiccant
221,1651RP,HVAC,System,Destratification fans in high ceiling spaces
222,1651RP,HVAC,System,Desuperheater for heat recovery from refrigeration system
223,1651RP,HVAC,System,Direct Evaporative Cooling
224,1651RP,HVAC,System,Dual duct VAV
225,1651RP,HVAC,System,Ductless Task Air-Conditioner (DTAC)
226,1651RP,HVAC,System,DX Cooling with enhanced dehumidification
227,1651RP,HVAC,System,DX Cooling with waste heat recovery
228,1651RP,HVAC,System,Efficient humidification
229,1651RP,HVAC,System,Efficient stand-alone dehumidifier
230,1651RP,HVAC,System,Engine-driven chiller
231,1651RP,HVAC,System,Evaporative pre-cooling for DX systems
232,1651RP,HVAC,System,Exhaust fired absorption chillers
233,1651RP,HVAC,System,Free cooling chiller
234,1651RP,HVAC,System,Geothermal Pond-Based Heat Pumps
235,1651RP,HVAC,System,Greenhouse for heating
236,1651RP,HVAC,System,Ground Source Heat Pump
237,1651RP,HVAC,System,Ground Source Heat Pump with Cooling Tower
238,1651RP,HVAC,System,Heat exchanger assisted cooling coil for better dehumidification
239,1651RP,HVAC,System,Heat recovery from chillers - desuperheater
240,1651RP,HVAC,System,Heat recovery from chillers - double bundle condenser
241,1651RP,HVAC,System,Heat recovery from chillers - heat recovery chiller
242,1651RP,HVAC,System,Heat recovery from chillers - use condenser water directly
243,1651RP,HVAC,System,Heat recovery from chillers with heat storage
244,1651RP,HVAC,System,High Efficiency Hot-dry Packaged DX Cooling Equipment
245,1651RP,HVAC,System,Indirect Evaporative Cooling
246,1651RP,HVAC,System,Integrated air side economizer
247,1651RP,HVAC,System,Liquid desiccant system
248,1651RP,HVAC,System,Maisotsenko Cycle-Coolerado evaporative cooling
249,1651RP,HVAC,System,maximize use of water to transport heat instead of air
250,1651RP,HVAC,System,Night sky cooling system
251,1651RP,HVAC,System,Nightime evaporative cooling with tower and thermal storage.
252,1651RP,HVAC,System,On site power generation with heat recovery
253,1651RP,HVAC,System,On site power generation with heat recovery and heat storage
254,1651RP,HVAC,System,On site power generation with heat recovery for absorption cooling
255,1651RP,HVAC,System,On site power generation with heat recovery for desiccant air pretreatment
256,1651RP,HVAC,System,Open loop ground water heat pump
257,1651RP,HVAC,System,Optimal Air Side Economizer Operation
258,1651RP,HVAC,System,Overhead air distribution
259,1651RP,HVAC,System,Packaged Rooftop w/Advanced Diagnostics
260,1651RP,HVAC,System,Personal environmental modules
261,1651RP,HVAC,System,Placement of supply air diffusers close to perimeter
262,1651RP,HVAC,System,Radiant Cooling
263,1651RP,HVAC,System,Radiant Heating
264,1651RP,HVAC,System,Radiant Heating and Cooling and DOAS
265,1651RP,HVAC,System,Radiant Heating and Cooling with Displacement Ventilation
266,1651RP,HVAC,System,Recycle non-lab air as lab makeup air
267,1651RP,HVAC,System,Reduce Clo level of occupants to allow higher thermostat setpoints
268,1651RP,HVAC,System,Right size equipment
269,1651RP,HVAC,System,Seasonal Thermal Storage
270,1651RP,HVAC,System,Seawater/ocean/river/lake cooling
271,1651RP,HVAC,System,Serving zones with different conditions with different systems
272,1651RP,HVAC,System,Single Zone Variable Air Volume DX Systems
273,1651RP,HVAC,System,Size chillers to avoid operating at low loads
274,1651RP,HVAC,System,Standing column well based heat pump
275,1651RP,HVAC,System,Strainer cycle in chilled water/condenser water loops
276,1651RP,HVAC,System,Underfloor air distribution
277,1651RP,HVAC,System,Unitary Changeover Bypass System
278,1651RP,HVAC,System,use hot water instead of electric reheat
279,1651RP,HVAC,System,use hot water instead of furnaces in packaged equipment
280,1651RP,HVAC,System,Use hotwater baseboard perimeter heating
281,1651RP,HVAC,System,Use operative thermostat with radiant systems
282,1651RP,HVAC,System,Use thermal comfort thermostat with radiant or air circulation systems
283,1651RP,HVAC,System,Variable flow primary pumping chilled water configuration
284,1651RP,HVAC,System,Variable hot water pumping configuration
285,1651RP,HVAC,System,Variable refrigerant flow air conditioning
286,1651RP,HVAC,System,Variable refrigerant flow heat pump
287,1651RP,HVAC,System,Variable Speed Water Loop Heat Pumps
288,1651RP,HVAC,System,Walls with embedded heating and cooling
289,1651RP,HVAC,System,Water loop heat pump bypass when not operating
290,1651RP,HVAC,System,Water Loop Heat Pumps
291,1651RP,HVAC,System,Water Loop Heat Pumps with thermal storage
292,1651RP,HVAC,System,Water Side Economizer (integrated)
293,1651RP,HVAC,System,Water Side Economizer (non-integrated)
294,1651RP,HVAC,Ventilation,62.1 IAQ Procedure
295,1651RP,HVAC,Ventilation,Air Flow Windows for Natural Ventilation
296,1651RP,HVAC,Ventilation,Cross ventilation with operable windows
297,1651RP,HVAC,Ventilation,DCV (CO) Parking garage exhaust fans
298,1651RP,HVAC,Ventilation,Dedicated Outside Air System with Heat Recovery
299,1651RP,HVAC,Ventilation,Demand controlled ventilation/CO2 controls
300,1651RP,HVAC,Ventilation,Displacement Ventilation
301,1651RP,HVAC,Ventilation,Earth tube to pretreat outside air
302,1651RP,HVAC,Ventilation,Energy Recovery Air-to-Air Heat Pump
303,1651RP,HVAC,Ventilation,Energy Recovery Ventilators
304,1651RP,HVAC,Ventilation,Hybrid/Mixed Mode Ventilation
305,1651RP,HVAC,Ventilation,Internal energy exchange
306,1651RP,HVAC,Ventilation,Natural Ventilation
307,1651RP,HVAC,Ventilation,Operable transom windows
308,1651RP,HVAC,Ventilation,Operable Windows with Window Switches
309,1651RP,HVAC,Ventilation,Outdoor Air Labyrinth thermal mass
310,1651RP,HVAC,Ventilation,Passive downdraught evaporative cool tower/katabatic cool tower
311,1651RP,HVAC,Ventilation,RTU Premium Ventilation Package
312,1651RP,HVAC,Ventilation,Sensible and latent exhaust air heat recovery
313,1651RP,HVAC,Ventilation,Sensible exhaust air heat recovery
314,1651RP,HVAC,Ventilation,Solar ventilation air preheating/transpired
315,1651RP,HVAC,Ventilation,Special fan for night ventilation
316,1651RP,HVAC,Ventilation,Thermal chimney
317,1651RP,HVAC,Ventilation,User-controlled ventilation
318,1651RP,HVAC,Ventilation,Wind scoop
319,1651RP,Internal Load,Control,Automatic Receptacle Control
320,1651RP,Internal Load,Control,Delamp non-public vending machines
321,1651RP,Internal Load,Control,High efficiency vending machines
322,1651RP,Internal Load,Control,Occupant sensors
323,1651RP,Internal Load,Control,Occupant sensors for task lighting
324,1651RP,Internal Load,Control,Occupant sensors on a fixture basis
325,1651RP,Internal Load,Control,Personal controls over lighting
326,1651RP,Internal Load,Control,Point of Sale Equipment Used Only at Christmas
327,1651RP,Internal Load,Control,Reduce night-time computer loads by management system
328,1651RP,Internal Load,Control,Unoccupied guest room lighting and plug control
329,1651RP,Internal Load,Control,Use motion-based plug strips
330,1651RP,Internal Load,Control,Use time clocks to disable plug loads
331,1651RP,Internal Load,Control,Vending Miser
332,1651RP,Internal Load,Equipment,best practice energy management for data centers
333,1651RP,Internal Load,Equipment,Computers and equipment in ducted return/exhaust
334,1651RP,Internal Load,Equipment,Efficiency security cameras
335,1651RP,Internal Load,Equipment,Efficient electric distribution design
336,1651RP,Internal Load,Equipment,Efficient Kitchen Equipment
337,1651RP,Internal Load,Equipment,Electroluminescent Exit Signs
338,1651RP,Internal Load,Equipment,High efficiency building transformers
339,1651RP,Internal Load,Equipment,High performance elevators/escalators
340,1651RP,Internal Load,Equipment,High performance laundry equipment
341,1651RP,Internal Load,Equipment,High performance mini-refrigerators
342,1651RP,Internal Load,Equipment,High performance motors
343,1651RP,Internal Load,Equipment,Highest Efficiency Cooking Equipment
344,1651RP,Internal Load,Equipment,Highest Efficiency Office Equipment
345,1651RP,Internal Load,Equipment,Highest Efficiency Other Internal Loads
346,1651RP,Internal Load,Equipment,Kitchen ventilation system performance
347,1651RP,Internal Load,Equipment,Large equipment during unoccupied hours
348,1651RP,Internal Load,Equipment,LED Exit Signs
349,1651RP,Internal Load,Equipment,LED Illuminated Signs
350,1651RP,Internal Load,Equipment,Metering and submetering
351,1651RP,Internal Load,Equipment,Passive clothes dryer
352,1651RP,Internal Load,Equipment,PC network presence proxying
353,1651RP,Internal Load,Equipment,Reduce brightness for signs at night
354,1651RP,Internal Load,Equipment,Regererative traction elevators
355,1651RP,Internal Load,Equipment,Slow escalators to minimum speed when not used
356,1651RP,Internal Load,Equipment,Use laptop/notebook computers
357,1651RP,Internal Load,Equipment,Variable-speed exhaust hood systems
358,1651RP,Internal Load,Equipment,VAV fumehoods with sash position sensor
359,1651RP,Internal Load,Equipment,Vent heat from motors to exhaust plenum
360,1651RP,Internal Load,Lighting,Accent and Display Lighting on Separate Circuit and Controls
361,1651RP,Internal Load,Lighting,Egress lighting scheduled off during unoccupied periods
362,1651RP,Internal Load,Lighting,Glass fiber optic lighting
363,1651RP,Internal Load,Lighting,High Performance Lighting (LED)
364,1651RP,Internal Load,Lighting,Lighting Commissioning
365,1651RP,Internal Load,Lighting,Lighting in ducted returns
366,1651RP,Internal Load,Lighting,Multi-Level Switching
367,1651RP,Internal Load,Lighting,Night level lighting
368,1651RP,Internal Load,Lighting,OLED Lighting
369,1651RP,Internal Load,Lighting,Reduce illumination
370,1651RP,Internal Load,Lighting,Shift from general to task illumination
371,1651RP,Internal Load,Lighting,Stepped Window Display Lighting
372,1651RP,Internal Load,Lighting,Time switches and sweeps for lighting
373,1651RP,Internal Load,Lighting,Use separate controls for lighting areas near windows
374,1651RP,Internal Load,Refrigeration,Efficient compressor fans in commercial refrigeration equipment
375,1651RP,Internal Load,Refrigeration,Efficient ice machines
376,1651RP,Internal Load,Refrigeration,Efficient supermarket compressor rack
377,1651RP,Internal Load,Refrigeration,Enhanced evaporator coils in new supermarket display cases
378,1651RP,Internal Load,Refrigeration,Fiber optic lighting in display cases and walk-in coolers
379,1651RP,Internal Load,Refrigeration,Gas-filled glass doors in commercial walk-in refrigeration systems to elimnate anti sweat heaters
380,1651RP,Internal Load,Refrigeration,High efficiency condensers in new supermarket refrigeration equipment
381,1651RP,Internal Load,Refrigeration,High efficiency lighting in display cases and walk-in coolers
382,1651RP,Internal Load,Refrigeration,Highly insulated walk-in coolers/freezers
383,1651RP,Internal Load,Refrigeration,Hot gas for anti-sweat applications in new display cases
384,1651RP,Internal Load,Refrigeration,Humidity responsive anti-sweat heating (ASH) controls on refrigerated case doors.
385,1651RP,Internal Load,Refrigeration,Install ground-coupled systems to rejects heat to ground for supermarket
386,1651RP,Internal Load,Refrigeration,Intelligent defrost controls for refrigeration equipment
387,1651RP,Internal Load,Refrigeration,Lighting occupancy sensors in freezers and refrigerators
388,1651RP,Internal Load,Refrigeration,night covers to reduce infiltration in open cases
389,1651RP,Internal Load,Refrigeration,Proximity lighting for display cases
390,1651RP,Internal Load,Refrigeration,Refrigerated display cases with air curtains
391,1651RP,Internal Load,Refrigeration,Refrigerated display cases with doors
392,1651RP,Internal Load,Refrigeration,Refrigeration system evaporative condensers
393,1651RP,Internal Load,Refrigeration,Refrigeration system floating-head pressure controls
394,1651RP,Internal Load,Refrigeration,Refrigeration system liquid pressure amplifiers
395,1651RP,Internal Load,Refrigeration,Refrigeration system subcooled liquid refrigerant
396,1651RP,Internal Load,Refrigeration,Variable speed fan for refrigerated cases and walkins
397,1651RP,Internal Load,Refrigeration,Walk-in coolers/freezers door seals
398,1651RP,Internal Load,Refrigeration,Walk-in freezers with automatic open/close doors
399,BEQ,Building Envelope,0,Perform a building envelope inspection at least once every three years.
400,BEQ,Building Envelope,0,"Develop energy-efficient operation procedures exterior doors, loading docks, and operable windows."
401,BEQ,Building Envelope,0,Conduct Code Compliance Review of Wall Construction
402,BEQ,Building Envelope,0,Insulate Walls. Retrofit insulation can be external and internal.
403,BEQ,Building Envelope,0,Insulate cavity walls using spray-in insulation.
404,BEQ,Building Envelope,0,Install reflective wall panels
405,BEQ,Building Envelope,0,Consider converting internal courtyard into an atrium to reduce external wall surface.
406,BEQ,Building Envelope,0,Install vegetative wall to capture solar energy in Atrium
407,BEQ,Building Envelope,0,Install reflective roofing / cool roof (high reflectance roofing material)
408,BEQ,Building Envelope,0,Determine roof insulation values and recommend.
409,BEQ,Building Envelope,0,Conduct Code Compliance Review of Roof Construction
410,BEQ,Building Envelope,0,Incorporate Building-Integrated Photovoltaics in Walls and Roof
411,BEQ,Building Envelope,0,Insulate floors using spray-on insulation.
412,BEQ,Building Envelope,0,Insulate basement wall with a slab over unheated basement.
413,BEQ,Building Envelope,0,Waterproof foundation walls
414,BEQ,Building Envelope,0,Replace broken or missing windows.
415,BEQ,Building Envelope,0,Replace single-pane and leaky windows with thermal/operable windows.
416,BEQ,Building Envelope,0,Install architectural shading for windows
417,BEQ,Building Envelope,0,"Install shading, such as blinds or draperies."
418,BEQ,Building Envelope,0,Install storm windows and multiple glazed windows.
419,BEQ,Building Envelope,0,Add windows or skylights for daylighting of building
420,BEQ,Building Envelope,0,Use tinted or reflective glazing or energy control/solar window films.
421,BEQ,Building Envelope,0,Replace existing toplighting and/or sidelighting with dual-glazed low-e glass wherever possible.
422,BEQ,Building Envelope,0,Control visible light transmittance by employing electrochromic or photochromic glass coatings
423,BEQ,Building Envelope,0,Adopt weatherization/fenestration improvements.
424,BEQ,Building Envelope,0,Consider replacing exterior windows with insulated glass block where light is required but not visibility.
425,BEQ,Building Envelope,0,Landscape/plant trees to create shade and reduce air-conditioning loads.
426,BEQ,Building Envelope,0,Install passive heating feature
427,BEQ,Building Envelope,0,Install passive cooling feature
428,BEQ,Building Envelope,0,Prevent heat loss through doors by draft sealing and thermal insulation.
429,BEQ,Building Envelope,0,"Repair or replace exterior door weather stripping, threshold, and door sweeps as needed."
430,BEQ,Building Envelope,0,Repair or replace existing door closers on exterior doors.
431,BEQ,Building Envelope,0,Install air curtains or strip doors at high-traffic passages between conditioned and unconditioned spaces.
